label_num,label,target,prediction,prob_TS,prob_ST,ABS_VAD
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,yeah .,-4.029696464538574,-26.660812377929688,0.0
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,no .,-4.579475402832031,-32.93450164794922,0.0
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,yes .,-4.86019229888916,-55.17122268676758,0.0
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,what ?,-5.55628776550293,-25.03120994567871,0.0
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,okay .,-5.644744873046875,-31.33119010925293,0.010316666666666665
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,come on .,-6.620964050292969,-39.67515563964844,0.010750000000000001
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,i 'm sorry .,-6.9870524406433105,-53.90224838256836,0.027475000000000006
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,i do n't know .,-7.468813419342041,-36.29734802246094,0.041525
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"oh , no .",-8.091645240783691,-25.600229263305664,0.0
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,i do n't .,-8.189091682434082,-30.789087295532227,0.027325
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,i 'm not .,-8.340953826904297,-33.048683166503906,0.015175000000000003
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,what are you ?,-8.414082527160645,-36.32659149169922,0.01055
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,i 'm gonna .,-8.982372283935547,-18.815452575683594,0.015175000000000003
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,i can n't know .,-8.994885444641113,-15.596421241760254,0.044325
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,i do n't know ?,-9.663338661193848,-39.97460174560547,0.041525
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,i do n't know it .,-10.900740623474121,-22.748830795288086,0.041525
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"oh , i do n't know .",-11.512462615966797,-23.178232192993164,0.041525
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"yeah , i do n't know .",-11.647562026977539,-3.6410489082336426,0.041525
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"yeah , i 'm not .",-11.658066749572754,-5.5462164878845215,0.015175000000000003
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"oh , i do n't .",-11.764796257019043,-44.02206802368164,0.027325
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"yeah , i do n't .",-11.785557746887207,-3.535465955734253,0.027325
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"well , i do n't know .",-11.800203323364258,-18.731868743896484,0.060596212121212134
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"oh , i 'm not .",-11.863337516784668,-26.722740173339844,0.015175000000000003
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"i do n't know , it .",-12.655714988708496,-19.930191040039062,0.041525
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"i do n't know , you .",-13.157729148864746,-17.3841609954834,0.041525
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"i do n't know , i 'm sorry .",-14.75809383392334,-6.989924430847168,0.06900000000000002
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"i do n't know , i do n't know .",-15.696465492248535,-10.024907112121582,0.08305000000000001
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"i do n't know , i 'm not .",-15.747584342956543,-6.93699836730957,0.05670000000000001
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"i do n't know , i do n't .",-15.861588478088379,-39.0049934387207,0.06885000000000001
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"i do n't know , i 'm gonna .",-16.495864868164062,-13.597921371459961,0.05670000000000001
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"i do n't know , i do n't know , i 'm not .",-24.50416374206543,-49.11762237548828,0.09822500000000002
0,how come you aingt tell me he coming around more,you should have told me . supposed to be man-to-man on that .,"i do n't know , i do n't know , i 'm gonna .",-25.265094757080078,-6.564216136932373,0.09822500000000002
1,"where you been , dad",catching me breath .,yeah .,-4.2980241775512695,-15.125516891479492,0.0
1,"where you been , dad",catching me breath .,no .,-4.931910037994385,-10.414892196655273,0.0
1,"where you been , dad",catching me breath .,yes .,-5.355669975280762,-6.56402587890625,0.0
1,"where you been , dad",catching me breath .,what ?,-5.441161632537842,-28.21980857849121,0.0
1,"where you been , dad",catching me breath .,i 'm sorry .,-7.036783695220947,-15.577897071838379,0.027475000000000006
1,"where you been , dad",catching me breath .,come on .,-7.305088043212891,-8.404232025146484,0.010750000000000001
1,"where you been , dad",catching me breath .,i do n't know .,-7.859628677368164,-30.92361831665039,0.041525
1,"where you been , dad",catching me breath .,i do n't know ?,-8.776875495910645,-62.89539337158203,0.041525
1,"where you been , dad",catching me breath .,i do n't .,-8.808929443359375,-5.978874683380127,0.027325
1,"where you been , dad",catching me breath .,i can n't know .,-9.306960105895996,-57.86412811279297,0.044325
1,"where you been , dad",catching me breath .,"yeah , i 'm sorry .",-10.133460998535156,-20.588764190673828,0.027475000000000006
1,"where you been , dad",catching me breath .,i do n't know it .,-11.165603637695312,-51.97370147705078,0.041525
1,"where you been , dad",catching me breath .,"yeah , i do n't know .",-11.24853515625,-61.92115783691406,0.041525
1,"where you been , dad",catching me breath .,"no , i do n't know .",-11.432497024536133,-96.75225830078125,0.041525
1,"where you been , dad",catching me breath .,"oh , i do n't know .",-11.489876747131348,-35.957149505615234,0.041525
1,"where you been , dad",catching me breath .,"well , i do n't know .",-11.794774055480957,-42.17436981201172,0.060596212121212134
1,"where you been , dad",catching me breath .,"yeah , i can n't know .",-12.352592468261719,-5.441059112548828,0.044325
1,"where you been , dad",catching me breath .,"yeah , i do n't know ?",-12.447279930114746,-25.408203125,0.041525
1,"where you been , dad",catching me breath .,"i do n't know , i 'm sorry .",-14.001230239868164,-27.62209129333496,0.06900000000000002
1,"where you been , dad",catching me breath .,"i do n't know , i do n't know .",-15.023365020751953,-13.694958686828613,0.08305000000000001
1,"where you been , dad",catching me breath .,"i do n't know , i 'm not .",-15.617258071899414,-20.43362045288086,0.05670000000000001
1,"where you been , dad",catching me breath .,"i do n't know , i do n't .",-15.623064041137695,-85.84516906738281,0.06885000000000001
1,"where you been , dad",catching me breath .,"i do n't know , i do n't know ?",-16.23565101623535,-35.70222091674805,0.08305000000000001
1,"where you been , dad",catching me breath .,"i do n't know , i do n't know it .",-18.453304290771484,-22.828277587890625,0.08305000000000001
1,"where you been , dad",catching me breath .,"yeah , i do n't know , i do n't know .",-18.83772850036621,-16.21388053894043,0.08305000000000001
1,"where you been , dad",catching me breath .,"yeah , i do n't know , i do n't know ?",-20.11852264404297,-63.11463928222656,0.08305000000000001
1,"where you been , dad",catching me breath .,"i do n't know , i do n't know , i 'm sorry .",-21.782384872436523,-3.3050622940063477,0.11052500000000003
1,"where you been , dad",catching me breath .,"i do n't know , i do n't know , i do n't know .",-22.785676956176758,-7.329753398895264,0.12457500000000003
1,"where you been , dad",catching me breath .,"i do n't know , i do n't know , i do n't .",-23.268569946289062,-51.02970886230469,0.11037500000000003
1,"where you been , dad",catching me breath .,"i do n't know , i do n't know , i do n't know ?",-24.072147369384766,-6.838074684143066,0.12457500000000003
1,"where you been , dad",catching me breath .,"i do n't know , i do n't know , i do n't know , i do n't know .",-30.597824096679688,-41.171321868896484,0.16610000000000005
1,"where you been , dad",catching me breath .,"i do n't know , i do n't know , i do n't know , i do n't know ,",-31.134302139282227,-12.894922256469727,0.16610000000000005
2,"tomorrow to settle up , okay",will do .,yeah .,-4.280421733856201,-13.367696762084961,0.0
2,"tomorrow to settle up , okay",will do .,no .,-4.799480438232422,-44.34683609008789,0.0
2,"tomorrow to settle up , okay",will do .,yes .,-5.085995674133301,-4.371708393096924,0.0
2,"tomorrow to settle up , okay",will do .,okay .,-5.915309906005859,-14.19520092010498,0.010316666666666665
2,"tomorrow to settle up , okay",will do .,what ?,-5.936631202697754,-27.77262306213379,0.0
2,"tomorrow to settle up , okay",will do .,come on .,-6.945792198181152,-13.435359954833984,0.010750000000000001
2,"tomorrow to settle up , okay",will do .,i 'm sorry .,-7.442361831665039,-23.886627197265625,0.027475000000000006
2,"tomorrow to settle up , okay",will do .,i do n't know .,-7.713457107543945,-13.5408353805542,0.041525
2,"tomorrow to settle up , okay",will do .,"no , no .",-8.30975341796875,-42.83297348022461,0.0
2,"tomorrow to settle up , okay",will do .,what are you ?,-8.350176811218262,-38.64799499511719,0.01055
2,"tomorrow to settle up , okay",will do .,"oh , no .",-8.399402618408203,-5.633934020996094,0.0
2,"tomorrow to settle up , okay",will do .,i do n't .,-8.566445350646973,-8.384970664978027,0.027325
2,"tomorrow to settle up , okay",will do .,i do n't know ?,-9.240826606750488,-30.913326263427734,0.041525
2,"tomorrow to settle up , okay",will do .,i can n't know .,-9.278085708618164,-29.34046173095703,0.044325
2,"tomorrow to settle up , okay",will do .,i do n't know it .,-10.664715766906738,-18.367998123168945,0.041525
2,"tomorrow to settle up , okay",will do .,"yeah , i do n't know .",-11.122279167175293,-25.062402725219727,0.041525
2,"tomorrow to settle up , okay",will do .,"no , i do n't know .",-11.260435104370117,-36.43049621582031,0.041525
2,"tomorrow to settle up , okay",will do .,"oh , i do n't know .",-11.275269508361816,-41.419578552246094,0.041525
2,"tomorrow to settle up , okay",will do .,"well , i do n't know .",-11.424398422241211,-11.004297256469727,0.060596212121212134
2,"tomorrow to settle up , okay",will do .,"yeah , i do n't .",-11.487260818481445,-49.57307052612305,0.027325
2,"tomorrow to settle up , okay",will do .,"yeah , i 'm not .",-11.524551391601562,-30.94730567932129,0.015175000000000003
2,"tomorrow to settle up , okay",will do .,"yeah , i can n't know .",-12.241836547851562,-22.92852783203125,0.044325
2,"tomorrow to settle up , okay",will do .,"i do n't know , it .",-12.42542552947998,-44.856685638427734,0.041525
2,"tomorrow to settle up , okay",will do .,"i do n't know , i 'm sorry .",-14.182889938354492,-31.480815887451172,0.06900000000000002
2,"tomorrow to settle up , okay",will do .,"i do n't know , i do n't know .",-14.81977653503418,-20.632770538330078,0.08305000000000001
2,"tomorrow to settle up , okay",will do .,"i do n't know , i do n't .",-15.22748851776123,-36.178287506103516,0.06885000000000001
2,"tomorrow to settle up , okay",will do .,"i do n't know , i can n't know .",-15.974774360656738,-16.943405151367188,0.08585000000000001
2,"tomorrow to settle up , okay",will do .,"i do n't know , i do n't know ?",-16.627058029174805,-90.18824768066406,0.08305000000000001
2,"tomorrow to settle up , okay",will do .,"i do n't know , i do n't know , i 'm sorry .",-21.891796112060547,-14.373662948608398,0.11052500000000003
2,"tomorrow to settle up , okay",will do .,"i do n't know , i do n't know , i do n't know .",-22.506433486938477,-11.216469764709473,0.12457500000000003
2,"tomorrow to settle up , okay",will do .,"i do n't know , i do n't know , i do n't .",-22.778182983398438,-34.396644592285156,0.11037500000000003
2,"tomorrow to settle up , okay",will do .,"i do n't know , i do n't know , i 'm not .",-22.89897918701172,-48.191673278808594,0.09822500000000002
3,what,nothing .,yeah .,-4.470114231109619,-16.80891227722168,0.0
3,what,nothing .,no .,-4.932366371154785,-37.7190055847168,0.0
3,what,nothing .,what ?,-5.293887615203857,-19.79340362548828,0.0
3,what,nothing .,yes .,-5.311751365661621,-23.38140106201172,0.0
3,what,nothing .,okay .,-5.783345699310303,-28.55999755859375,0.010316666666666665
3,what,nothing .,come on .,-7.041932106018066,-23.91930389404297,0.010750000000000001
3,what,nothing .,i 'm sorry .,-7.336852073669434,-38.41737747192383,0.027475000000000006
3,what,nothing .,i do n't know .,-7.668982982635498,-20.326171875,0.041525
3,what,nothing .,what are you ?,-8.083794593811035,-73.15956115722656,0.01055
3,what,nothing .,i do n't .,-8.492212295532227,-55.72608184814453,0.027325
3,what,nothing .,i do n't know ?,-9.027570724487305,-17.530776977539062,0.041525
3,what,nothing .,i can n't know .,-9.42619800567627,-12.998687744140625,0.044325
3,what,nothing .,i do n't know it .,-10.977333068847656,-24.5550479888916,0.041525
3,what,nothing .,"oh , i do n't know .",-11.490071296691895,-33.906036376953125,0.041525
3,what,nothing .,"no , i do n't know .",-11.63650131225586,-44.82080841064453,0.041525
3,what,nothing .,"yeah , i do n't know .",-11.722043991088867,-50.09910583496094,0.041525
3,what,nothing .,"well , i do n't know .",-12.035994529724121,-21.722232818603516,0.060596212121212134
3,what,nothing .,"i do n't know , boy .",-12.239596366882324,-59.715538024902344,0.053775
3,what,nothing .,"i do n't know , it .",-12.565752983093262,-3.4908976554870605,0.041525
3,what,nothing .,"i do n't know , you .",-12.97632884979248,-55.35279083251953,0.041525
3,what,nothing .,"oh , i do n't know ?",-13.0167236328125,-7.199007034301758,0.041525
3,what,nothing .,"i do n't know , i 'm sorry .",-14.897395133972168,-9.164262771606445,0.06900000000000002
3,what,nothing .,"i do n't know , i do n't know .",-15.488000869750977,-18.794103622436523,0.08305000000000001
3,what,nothing .,"i do n't know , i do n't .",-15.828018188476562,-14.144786834716797,0.06885000000000001
3,what,nothing .,"i do n't know , i 'm not .",-16.324819564819336,-9.767406463623047,0.05670000000000001
3,what,nothing .,"i do n't know , i do n't know ?",-17.05908203125,-18.96419906616211,0.08305000000000001
3,what,nothing .,"i do n't know , i do n't know it .",-18.98686981201172,-16.242876052856445,0.08305000000000001
3,what,nothing .,"i do n't know , i do n't know , it .",-20.667877197265625,-29.22002410888672,0.08305000000000001
3,what,nothing .,"i do n't know , i do n't know , you .",-21.053695678710938,-7.674854278564453,0.08305000000000001
3,what,nothing .,"i do n't know , i do n't know , i do n't know .",-23.92877769470215,-12.908913612365723,0.12457500000000003
3,what,nothing .,"i do n't know , i do n't know , i do n't .",-24.145051956176758,-42.7775764465332,0.11037500000000003
3,what,nothing .,"i do n't know , i do n't know , i do n't know , i 'm not .",-33.323387145996094,-31.029943466186523,0.13975000000000004
4,so you would kill me as a show of your power,"no , killing you would be pointless .",yeah .,-3.995945692062378,-17.136428833007812,0.0
4,so you would kill me as a show of your power,"no , killing you would be pointless .",no .,-4.401333332061768,-15.16053581237793,0.0
4,so you would kill me as a show of your power,"no , killing you would be pointless .",yes .,-4.741854667663574,-48.1644172668457,0.0
4,so you would kill me as a show of your power,"no , killing you would be pointless .",what ?,-5.624364852905273,-22.40428352355957,0.0
4,so you would kill me as a show of your power,"no , killing you would be pointless .",okay .,-5.674485683441162,-50.60756301879883,0.010316666666666665
4,so you would kill me as a show of your power,"no , killing you would be pointless .",come on .,-6.754821300506592,-9.81934642791748,0.010750000000000001
4,so you would kill me as a show of your power,"no , killing you would be pointless .",you know ?,-7.308557987213135,-20.50853729248047,0.014200000000000004
4,so you would kill me as a show of your power,"no , killing you would be pointless .",i 'm sorry .,-7.415338516235352,-17.656543731689453,0.027475000000000006
4,so you would kill me as a show of your power,"no , killing you would be pointless .",i do n't know .,-7.607137203216553,-53.564842224121094,0.041525
4,so you would kill me as a show of your power,"no , killing you would be pointless .",what are you ?,-8.366169929504395,-15.78173542022705,0.01055
4,so you would kill me as a show of your power,"no , killing you would be pointless .",i 'm not .,-8.4998197555542,-10.794401168823242,0.015175000000000003
4,so you would kill me as a show of your power,"no , killing you would be pointless .",i do n't .,-8.513629913330078,-19.826725006103516,0.027325
4,so you would kill me as a show of your power,"no , killing you would be pointless .",i do n't know ?,-8.978365898132324,-5.945886135101318,0.041525
4,so you would kill me as a show of your power,"no , killing you would be pointless .",i can n't know .,-9.230591773986816,-29.329254150390625,0.044325
4,so you would kill me as a show of your power,"no , killing you would be pointless .",i did n't know .,-9.566993713378906,-20.77583885192871,0.041525
4,so you would kill me as a show of your power,"no , killing you would be pointless .",i do n't know it .,-10.810197830200195,-9.630586624145508,0.041525
4,so you would kill me as a show of your power,"no , killing you would be pointless .","oh , i do n't know .",-11.57079792022705,-3.6410489082336426,0.041525
4,so you would kill me as a show of your power,"no , killing you would be pointless .","well , i do n't know .",-11.66273021697998,-61.41554260253906,0.060596212121212134
4,so you would kill me as a show of your power,"no , killing you would be pointless .","yeah , i do n't know .",-11.747337341308594,-38.0622444152832,0.041525
4,so you would kill me as a show of your power,"no , killing you would be pointless .","no , i do n't know .",-11.820704460144043,-40.77000427246094,0.041525
4,so you would kill me as a show of your power,"no , killing you would be pointless .","yeah , i 'm not .",-11.85649299621582,-8.635347366333008,0.015175000000000003
4,so you would kill me as a show of your power,"no , killing you would be pointless .","oh , i do n't .",-12.070550918579102,-24.1015567779541,0.027325
4,so you would kill me as a show of your power,"no , killing you would be pointless .","well , i do n't know ?",-13.118814468383789,-12.971979141235352,0.060596212121212134
4,so you would kill me as a show of your power,"no , killing you would be pointless .","oh , i do n't know ?",-13.174861907958984,-18.033157348632812,0.041525
4,so you would kill me as a show of your power,"no , killing you would be pointless .","i do n't know , i 'm sorry .",-15.196088790893555,-25.9747371673584,0.06900000000000002
4,so you would kill me as a show of your power,"no , killing you would be pointless .","i do n't know , i do n't know .",-15.798846244812012,-16.72092056274414,0.08305000000000001
4,so you would kill me as a show of your power,"no , killing you would be pointless .","i do n't know , i 'm not .",-16.011981964111328,-18.195894241333008,0.05670000000000001
4,so you would kill me as a show of your power,"no , killing you would be pointless .","i do n't know , i do n't .",-16.232662200927734,-21.875320434570312,0.06885000000000001
4,so you would kill me as a show of your power,"no , killing you would be pointless .","i do n't know , i do n't know ?",-17.473350524902344,-43.573158264160156,0.08305000000000001
4,so you would kill me as a show of your power,"no , killing you would be pointless .","i do n't know , i do n't know , i do n't know .",-24.562536239624023,-33.89547348022461,0.12457500000000003
4,so you would kill me as a show of your power,"no , killing you would be pointless .","i do n't know , i do n't know , i 'm not .",-24.696125030517578,-4.042013168334961,0.09822500000000002
4,so you would kill me as a show of your power,"no , killing you would be pointless .","i do n't know , i do n't know , i do n't .",-24.836078643798828,-14.783989906311035,0.11037500000000003
5,"she 's breathing , okay","uh , maybe we should wake her up just to be sure .",yeah .,-4.366520881652832,-36.84079360961914,0.0
